Id	Recovery Index
6253	54.70868451
4685	22.67659869
1732	47.93611017
4743	31.34558105
4522	43.03476549
6341	59.10523678
577	45.9412501
5203	86.4326088
6364	37.70951883
440	72.03590019
2751	63.48544661
7488	24.92328381
5273	60.76220953
5654	43.96574479
4000	49.01230543
6034	44.68430371
583	57.99559031
9931	78.98696612
7052	65.7237694
8159	46.68082725
9897	62.42805351
2250	15.47141448
4641	38.38173551
9486	76.89053851
4948	84.04080158
9921	31.02126401
1964	28.61517957
8244	88.8903955
6591	51.15246159
8848	56.2979786
322	60.09853306
2679	33.9266086
4626	38.64706267
4950	49.93841369
8329	34.710988
3338	63.65715949
5590	49.99502874
252	46.59026175
3974	76.33565626
6631	78.77405746
5548	80.6630036
36	76.12643705
8363	68.22383358
1514	93.54861166
9318	70.27392273
40	63.85298717
4820	74.37207771
3466	69.5181367
1761	75.32446316
2305	42.25589115
3724	71.2821702
8285	57.55265535
4994	72.88510683
8128	83.28409258
3033	73.87458345
7939	90.11509871
3040	73.99168993
9656	87.86057875
2546	73.85131076
2593	60.37538587
1189	37.20191365
7967	35.62558396
6078	15.99711875
108	81.96727149
1316	84.77562466
8188	36.17475472
2754	29.86343344
9754	67.67070036
6232	37.50980666
2877	72.17622568
5324	61.12338945
800	91.45457144
3571	88.24177269
2895	91.9771811
2928	70.77833813
8179	39.56158263
972	65.48049876
6688	43.76593201
8576	45.71114957
2021	75.19570893
9055	64.65195628
953	61.29978396
5360	64.45617313
3858	49.95892448
5862	59.81828737
3146	36.12934126
3306	28.2040536
3007	81.69335646
9002	66.35081026
7771	26.94273869
7439	20.6824361
7943	23.57792826
9239	31.3142508
1057	75.32280635
3155	96.61207604
3788	79.75633872
9190	63.63624266
7826	87.87836239
7540	86.5927029
7232	60.8955771
765	82.44339853
5020	28.59382157
4904	36.42987055
8094	55.18723881
6844	19.69841473
2166	72.60768735
1863	48.88857874
7851	79.55942261
9124	74.41214668
2341	39.12456828
5528	48.83589874
6744	22.84585091
4004	36.91085302
1124	26.55880443
8710	26.62016488
4050	26.23036608
7641	52.00146462
766	25.15343172
2345	23.61390571
4072	52.10912592
7217	37.72297097
4217	76.13745712
7953	87.73694632
5971	49.28159824
3351	49.36915433
4696	60.65571266
3400	53.88836784
4082	69.55776454
9150	73.81237997
1225	56.92043572
6293	63.85852173
3123	52.80949303
511	67.30754216
5795	66.42484748
8182	21.88928451
9418	90.59885126
97	56.55934105
6682	37.13726165
1513	39.79450594
8792	16.05439102
120	43.45025603
7792	13.10232343
6518	39.82688367
34	49.22507634
7888	59.17228149
6831	43.11766699
5422	39.42981146
1069	65.67483433
1348	17.94470683
4748	29.60727022
6006	42.8836415
6040	43.99393738
3818	76.15044654
8447	44.56008012
5270	67.71930146
6898	19.90896336
5310	32.67674955
32	35.9238584
5675	49.26705043
4387	18.4321761
30	74.91115131
4203	33.10719497
7508	68.45195295
736	29.04528755
2068	42.0750905
107	80.21787586
9645	73.15436149
8895	16.90621194
8021	53.06212039
2233	56.17213119
994	48.66634766
9413	67.19438915
7059	50.38318433
6790	59.37362174
361	82.26230531
305	35.89250321
2628	42.89703235
8966	77.45539874
4514	56.7791386
5911	54.58594228
8314	41.39159031
3101	41.73691946
5704	57.98149939
3899	34.83647261
5441	56.49095824
7931	48.51916605
622	76.9805999
7236	46.81880419
2499	37.97110142
714	64.67128234
8404	65.59892618
2856	81.40642589
4270	71.68862634
2909	91.96798171
8081	41.59882783
4517	72.41136296
1262	32.63587669
3161	21.55921162
971	45.27763667
3913	81.38192409
5199	35.86480246
8847	64.47336938
260	74.75772702
3791	43.13063987
9203	92.23471554
488	39.71203854
7908	31.91413878
519	74.05878114
8343	35.42481814
312	90.1152046
3232	58.26609509
7933	27.33648977
7458	22.66699778
9784	31.7231515
5184	21.70010444
8077	70.80555803
6502	13.74950705
6791	19.92164286
7773	19.42841152
2738	45.95504209
7842	47.19289759
6262	46.46569921
8206	78.58082603
1248	25.68973999
9336	22.60743535
4195	47.89575479
8001	24.72186126
7378	41.7607372
3435	58.40232003
5382	71.19924235
959	81.44499281
417	61.87949744
5742	35.64946961
6728	82.56900052
4382	80.94148062
5197	66.47894015
1113	65.18641188
2689	18.5935662
6473	62.99888593
8820	36.52178955
7808	37.8163517
3411	62.17215268
81	48.02667035
4614	73.08055623
1374	70.74673165
1510	70.86041586
6443	57.61191797
3071	45.33672279
3016	40.5051075
4823	76.90288539
7822	40.08486249
93	59.94109003
9421	68.92438344
6600	76.92716775
4443	75.60090953
7602	80.16119887
3835	65.80091683
9702	64.35684775
4322	55.71441478
3394	60.26290687
4752	36.20144451
7229	55.01638416
9191	47.17448268
2361	33.87946261
1148	14.1746455
5666	71.20135671
8075	42.21149449
4943	23.48980497
3663	48.63990789
1563	77.28294681
4113	20.70599242
9050	62.43747257
9276	75.53838527
8538	40.98746673
795	69.53143985
5854	58.94187224
7619	57.40028214
1594	41.48244484
7418	84.04943691
5267	42.80515241
7147	33.3529528
89	56.15185365
8695	53.00360811
9732	27.27085591
9446	39.45441999
6754	69.69231082
3502	48.28363464
2234	60.00838051
2803	55.00098241
4424	48.85339643
5663	65.96725953
7170	70.52562093
8337	68.31666472
2148	34.81273566
7969	37.8859426
6551	36.74082799
7643	73.62818869
6164	77.31288776
1495	68.935439
7696	68.43356458
7094	36.05763403
1409	74.2408981
6691	18.9211734
3401	50.90152061
109	49.81531652
5636	47.50829027
8482	24.77997918
6604	30.63312437
1091	62.14857044
5560	77.95589806
9412	54.98704101
8143	36.24909143
8664	19.4696689
6596	41.62246915
624	47.69789278
6871	35.81874274
4814	57.05763522
6553	83.08884103
7530	44.31318034
5796	55.25616769
7437	87.20032104
4218	15.00756647
5941	58.52303216
8501	28.41773927
6429	49.16442057
6827	26.95454649
4131	59.87059627
7802	47.28912019
7754	72.93978238
4722	50.57729789
1651	49.95216585
4141	83.46573117
1618	84.09228187
2030	93.25923332
8518	36.60261393
4576	54.72600914
3993	55.89927734
7377	55.76130025
6150	63.04592308
4909	80.21727758
5027	74.14370113
8261	43.63907023
4732	64.67254346
7549	60.33737413
8135	49.13289249
1607	65.69706808
4774	57.87536274
8110	76.00081944
6952	57.68845488
6005	44.10736539
7729	74.21382362
3542	22.52891713
389	37.76569871
1795	64.25236013
8732	74.93694806
4920	45.15183739
5538	46.03902894
3873	54.57660938
8869	51.32914064
2255	79.95423184
3413	57.82512025
5460	45.5287082
4956	68.26850202
7397	63.89755709
5415	37.89685532
7400	53.35433125
7415	68.56602614
9101	29.54986165
4852	59.34127422
2026	70.59137551
2616	69.72414434
7389	35.57398937
2927	83.54259689
1122	45.40569433
2911	76.55082738
8147	61.57129478
7384	42.1896685
3483	84.11714038
796	24.67675617
1576	31.49995152
6177	53.29610064
6267	53.98731284
2459	39.61709934
3313	39.16820418
1254	55.68130339
6835	79.04846166
8795	72.75673449
3838	64.17545855
4399	81.27915973
3596	55.58870282
6622	51.87300911
8383	71.65052585
2125	59.54648409
3239	58.59830474
5404	77.27360677
5999	77.17530223
5939	37.70533353
2046	22.32576901
1579	41.13680311
15	65.59985617
2674	70.8871988
7017	59.71751471
8721	71.0445991
8850	27.33182081
4813	19.1052242
1085	65.68082197
4984	47.83580311
7156	76.59704877
2885	69.93344718
334	38.53376992
7205	89.55910162
4368	58.32181058
3080	82.63143847
7204	56.2161958
9910	35.35551242
8865	42.71166528
264	50.02718929
4338	42.8536975
8896	31.47576472
8448	74.64051142
5904	71.85144951
1499	36.19627786
4191	39.60610757
7486	32.32517723
9644	46.98746697
8311	57.68228515
7591	49.07657905
501	30.17618013
9156	53.80585836
9415	73.56773129
3096	66.63466473
4632	60.18077513
368	29.4622221
4059	63.62600042
8175	41.45187168
4631	49.41722365
6071	55.32637171
2665	35.96739219
1027	55.64463014
5909	34.64279262
5051	56.75664723
6329	67.82795977
9734	86.48124816
1692	86.26047806
674	81.55832938
5573	47.06543046
5767	33.94584171
5157	51.54292702
734	38.24309514
3527	14.31836142
569	55.82251558
9188	26.62260453
2923	62.63946296
7912	42.40287577
1559	15.73767848
102	57.58565208
3008	40.92312207
7202	22.85021211
304	90.56922455
77	61.98324303
6755	40.6838589
8630	74.53747331
1209	81.30995292
7743	89.22106852
8215	85.30278723
8945	37.37640408
8414	93.20426141
1776	40.14746338
3474	32.8217441
484	87.19722904
2190	75.45510831
347	15.82688702
5482	80.98365915
8362	27.04077337
1473	63.30848397
5101	62.4130109
6766	40.57857622
8707	71.34334
4930	66.21853907
6330	74.4906126
2610	37.58485893
4	36.61312464
2214	25.14034823
4828	66.31052156
857	55.81169981
6978	27.51368878
5886	60.86372687
625	44.45227031
291	39.71507602
2019	70.6118854
669	55.26388488
8922	45.09269494
8265	24.5635389
9697	38.87241578
1632	34.50373889
5171	34.86505288
7206	68.45839401
2523	47.51467664
2216	52.91333036
6969	44.60356741
6497	50.06104434
6214	50.69501407
7033	27.62910288
7421	26.7543856
1108	63.88637241
451	81.18023437
6290	47.33073918
9967	14.53785084
136	86.53080288
1786	48.69923212
3405	50.83246025
2907	71.46768968
8305	38.17025599
7493	64.82736754
6101	72.91601758
4505	38.17020295
5054	41.67056249
5206	50.68093899
4081	41.72720216
6919	29.24738255
6803	72.20735654
5207	43.49819236
533	64.40387228
4831	59.8181401
4039	63.73924584
4085	71.82030344
3205	41.92754714
7111	78.34467512
331	43.91079337
4958	44.05120716
3034	72.50351283
7685	63.71926773
1598	44.38233122
9920	77.50687066
3598	20.2866576
9039	68.56748292
8002	33.74294895
591	48.31848073
648	71.56924001
9103	29.95803475
8016	49.68037234
3772	55.42782883
9040	52.48342891
5083	33.65640947
7883	87.80696125
9363	44.16222331
4211	85.46228455
8835	40.54112862
8700	39.36135927
1796	29.13614904
2587	64.0486059
8356	48.34939074
2317	74.88203346
4186	73.14521856
8828	56.17856863
7073	51.65248499
5235	34.82417431
8744	50.79511124
8671	82.56318119
4769	46.50810459
9973	57.20127053
7145	68.47354264
2914	74.57058314
9872	71.75890027
9894	76.72327677
2076	33.92909505
4303	44.60058157
5823	78.36385004
2150	18.47440238
145	40.89359598
4964	64.93161007
8160	58.45343057
9031	76.20066879
4776	85.20770931
8934	37.08576171
7750	40.76120153
9829	81.39780968
9215	38.50526607
6061	34.42784158
9476	65.86332024
6410	54.04033685
3318	48.38242122
7465	50.52044786
3062	35.2005148
1356	62.16113266
4515	49.73564948
5506	63.18868824
5251	25.77203063
4512	76.37606862
1731	89.79744337
1759	77.58511129
6651	65.88986278
6647	84.7420565
9861	56.38258747
4140	25.17775466
9394	68.88192222
5124	74.33143628
1	91.78922982
1865	50.75121113
544	69.54002577
350	53.19869081
6907	35.8282675
9766	41.1078651
2524	28.03212965
3465	71.75143454
458	62.90465285
3024	28.62687051
7262	36.88405255
9516	72.9323718
7873	84.0527348
6626	84.98889672
2535	59.34399473
132	85.79966658
3705	32.69297393
1373	92.67000025
6201	45.94755167
4857	94.09195536
4713	41.88629799
5545	59.896134
1414	48.81879067
4114	79.85351859
656	78.59715409
8138	53.52318787
4099	34.37528728
593	77.65601793
8709	81.41380731
3124	48.39290537
3048	84.49229973
3888	43.99642255
5736	47.99759801
2185	36.14962736
2146	41.65392052
7048	41.85611124
3106	56.94813906
9234	68.80186202
9097	72.59381036
2770	33.21158486
5222	55.83135476
5834	32.87110168
1733	72.36708206
266	52.94771026
5145	90.73015864
8268	72.4181184
3938	73.15433896
762	58.58231045
7221	54.67068889
8440	86.90691807
3258	50.80108802
4339	51.65269189
4363	57.61207713
317	36.32030419
8070	33.49475183
1852	56.10864557
2485	31.86635795
9874	50.33005915
9575	51.92984998
1079	46.14037277
8359	47.91620328
7334	81.16309009
1072	66.46170869
104	74.21363037
5749	48.02541882
1419	50.03206942
1659	49.80326982
5285	46.00316623
1150	36.925025
7151	46.14010378
1569	34.30564177
1088	52.22298713
6086	70.03384608
8675	24.17653478
8342	55.14061077
7812	88.57621546
6085	87.40659038
8774	81.45238309
8758	54.95809562
1693	67.57201545
4735	49.19582967
3388	50.47845858
3647	59.26222828
1684	48.85068781
9	62.85052397
6063	49.72854711
6517	19.63266204
4124	45.64712558
8730	25.2863112
6046	24.00067944
568	57.15624941
9162	47.91239753
1804	84.76239936
8502	39.28133934
4901	73.26669441
1600	88.89274525
7932	73.58803769
9548	44.69692739
2824	58.94354199
5468	85.53309467
3530	58.51509625
8684	41.80178437
1156	71.7174368
6548	46.66213187
9089	56.11342812
7621	91.30948693
8297	48.82520328
4541	41.39465003
9135	74.37483186
6483	52.55377776
5827	41.3391862
1191	62.41710256
7445	58.34632893
8521	46.33489886
961	81.78916765
7455	88.67243154
37	41.90036565
7517	74.47331296
7645	57.44866715
4439	56.83260455
6162	46.41603549
7745	76.8084107
9588	44.73208292
8120	38.63408481
6968	58.20854118
5719	68.47575076
578	23.65230286
9834	52.73120189
4103	92.9084431
7647	46.67575462
4152	94.23253576
3131	53.81118465
4891	54.77672108
9976	60.22919471
7472	42.02438999
1834	64.58408615
